T,v,p
222,0.0040306195950591765,27529.40113888845
222,0.004234828620617113,27529.40113888845
222,0.004449383779104696,27529.40113888845
222,0.00467480925140132,27529.40113888845
222,0.00491165577570942,27529.40113888845
222,0.005160501993065962,27529.40113888845
222,0.005421955861023525,27529.40113888845
222,0.00569665613895474,27529.40113888845
222,0.005985273948608768,27529.40113888845
222,0.006288514413732525,27529.40113888845
222,0.0066071183827623794,27529.40113888845
222,0.006941864238794974,27529.40113888845
222,0.007293569801259248,27529.40113888845
222,0.007663094323935538,27529.40113888845
222,0.00805134059420318,27529.40113888845
222,0.008459257138645314,27529.40113888845
222,0.00888784054039931,27529.40113888845
222,0.009338137873914501,27529.40113888845
222,0.009811249263065515,27529.40113888845
222,0.010308330568870861,27529.40113888845
222,0.010830596213383335,27529.40113888845
222,0.011379322146651168,27529.40113888845
222,0.011955848963998556,27529.40113888845
222,0.012561585181241388,27529.40113888845
222,0.013198010675839976,27529.40113888845
222,0.01386668030239573,27529.40113888845
222,0.014569227691324923,27529.40113888845
222,0.015307369239990086,27529.40113888845
222,0.0160829083060398,27529.40113888845
222,0.016897739613201603,27529.40113888845
222,0.017753853880291832,27529.40113888845
222,0.018653342684751724,27529.40113888845
222,0.019598403572591586,27529.40113888845
222,0.02059134542722754,27529.40113888845
222,0.021634594110327157,27529.40113888845
222,0.02273069838844534,27529.40113888845
222,0.023882336159929858,27529.40113888845
222,0.025092320997309354,27529.40113888845
222,0.026363609021147837,27529.40113888845
222,0.027699306122158925,27529.40113888845
222,0.029102675549224383,27529.40113888845
222,0.030577145881855373,27529.40113888845
222,0.03212631940657368,27529.40113888845
222,0.03375398091767769,27529.40113888845
222,0.035464106963893884,27529.40113888845
222,0.03726087556350488,27529.40113888845
222,0.039148676411688656,27529.40113888845
222,0.04113212160500675,27529.40113888845
222,0.043216056909242684,27529.40113888845
222,0.045405573598118684,27529.40113888845
222,0.047706020891814443,27529.40113888845
222,0.05012301902567601,27529.40113888845
222,0.05266247298104359,27529.40113888845
222,0.05533058691174367,27529.40113888845
222,0.05813387930149098,27529.40113888845
222,0.0610791988892319,27529.40113888845
222,0.06417374140133572,27529.40113888845
222,0.06742506713151325,27529.40113888845
222,0.07084111941141158,27529.40113888845
222,0.07443024401701089,27529.40113888845
222,0.0782012095582356,27529.40113888845
222,0.08216322890159282,27529.40113888845
222,0.08632598167817719,27529.40113888845
222,0.0906996379320301,27529.40113888845
222,0.09529488296663015,27529.40113888845
222,0.10012294345021629,27529.40113888845
222,0.10519561484372214,27529.40113888845
222,0.11052529021833142,27529.40113888845
222,0.11612499053305735,27529.40113888845
222,0.1220083964463192,27529.40113888845
222,0.12818988173923312,27529.40113888845
222,0.13468454843227573,27529.40113888845
222,0.14150826368111252,27529.40113888845
222,0.1486776985417325,27529.40113888845
222,0.15621036869959642,27529.40113888845
222,0.1641246772623032,27529.40113888845
222,0.17243995972032267,27529.40113888845
222,0.1811765311856385,27529.40113888845
222,0.19035573602370837,27529.40113888845
222,0.2,27529.40113888845
224,0.0015000000000000005,30939.63387634665
224,0.0015759966380137665,30939.63387634665
224,0.0016558436020204612,30939.63387634665
224,0.001739735966573901,30939.63387634665
224,0.0018278786895680652,30939.63387634665
224,0.0019204871129708527,30939.63387634665
224,0.0020177874889272165,30939.63387634665
224,0.002120017532517022,30939.63387634665
224,0.002227427002518044,30939.63387634665
224,0.00234027831159301,30939.63387634665
224,0.002458847167391411,30939.63387634665
224,0.002583423246132357,30939.63387634665
224,0.002714310900314134,30939.63387634665
224,0.0028518299022794627,30939.63387634665
224,0.00299631622545304,30939.63387634665
224,0.003148122865160059,30939.63387634665
224,0.003307620701031009,30939.63387634665
224,0.0034751994030997376,30939.63387634665
224,0.003651268383808422,30939.63387634665
224,0.003836257798245354,30939.63387634665
224,0.0040306195950591765,30939.63387634665
224,0.004234828620617113,30939.63387634665
224,0.004449383779104696,30939.63387634665
224,0.00467480925140132,30939.63387634665
224,0.00491165577570942,30939.63387634665
224,0.005160501993065962,30939.63387634665
224,0.005421955861023525,30939.63387634665
224,0.00569665613895474,30939.63387634665
224,0.005985273948608768,30939.63387634665
224,0.006288514413732525,30939.63387634665
224,0.0066071183827623794,30939.63387634665
224,0.006941864238794974,30939.63387634665
224,0.007293569801259248,30939.63387634665
224,0.007663094323935538,30939.63387634665
224,0.00805134059420318,30939.63387634665
224,0.008459257138645314,30939.63387634665
224,0.00888784054039931,30939.63387634665
224,0.009338137873914501,30939.63387634665
224,0.009811249263065515,30939.63387634665
224,0.010308330568870861,30939.63387634665
224,0.010830596213383335,30939.63387634665
224,0.011379322146651168,30939.63387634665
224,0.011955848963998556,30939.63387634665
224,0.012561585181241388,30939.63387634665
224,0.013198010675839976,30939.63387634665
224,0.01386668030239573,30939.63387634665
224,0.014569227691324923,30939.63387634665
224,0.015307369239990086,30939.63387634665
224,0.0160829083060398,30939.63387634665
224,0.016897739613201603,30939.63387634665
224,0.017753853880291832,30939.63387634665
224,0.018653342684751724,30939.63387634665
224,0.019598403572591586,30939.63387634665
224,0.02059134542722754,30939.63387634665
224,0.021634594110327157,30939.63387634665
224,0.02273069838844534,30939.63387634665
224,0.023882336159929858,30939.63387634665
224,0.025092320997309354,30939.63387634665
224,0.026363609021147837,30939.63387634665
224,0.027699306122158925,30939.63387634665
224,0.029102675549224383,30939.63387634665
224,0.030577145881855373,30939.63387634665
224,0.03212631940657368,30939.63387634665
224,0.03375398091767769,30939.63387634665
224,0.035464106963893884,30939.63387634665
224,0.03726087556350488,30939.63387634665
224,0.039148676411688656,30939.63387634665
224,0.04113212160500675,30939.63387634665
224,0.043216056909242684,30939.63387634665
224,0.045405573598118684,30939.63387634665
224,0.047706020891814443,30939.63387634665
224,0.05012301902567601,30939.63387634665
224,0.05266247298104359,30939.63387634665
224,0.05533058691174367,30939.63387634665
224,0.05813387930149098,30939.63387634665
224,0.0610791988892319,30939.63387634665
224,0.06417374140133572,30939.63387634665
224,0.06742506713151325,30939.63387634665
224,0.07084111941141158,30939.63387634665
224,0.07443024401701089,30939.63387634665
224,0.0782012095582356,30939.63387634665
224,0.08216322890159282,30939.63387634665
224,0.08632598167817719,30939.63387634665
224,0.0906996379320301,30939.63387634665
224,0.09529488296663015,30939.63387634665
224,0.10012294345021629,30939.63387634665
224,0.10519561484372214,30939.63387634665
224,0.11052529021833142,30939.63387634665
224,0.11612499053305735,30939.63387634665
224,0.1220083964463192,30939.63387634665
224,0.12818988173923312,30939.63387634665
224,0.13468454843227573,30939.63387634665
224,0.14150826368111252,30939.63387634665
224,0.1486776985417325,30939.63387634665
224,0.15621036869959642,30939.63387634665
224,0.1641246772623032,30939.63387634665
224,0.17243995972032267,30939.63387634665
224,0.1811765311856385,30939.63387634665
224,0.19035573602370837,30939.63387634665
224,0.2,30939.63387634665
226,0.0015000000000000005,34686.44268622489
226,0.0015759966380137665,34686.44268622489
226,0.0016558436020204612,34686.44268622489
226,0.001739735966573901,34686.44268622489
226,0.0018278786895680652,34686.44268622489
226,0.0019204871129708527,34686.44268622489
226,0.0020177874889272165,34686.44268622489
226,0.002120017532517022,34686.44268622489
226,0.002227427002518044,34686.44268622489
226,0.00234027831159301,34686.44268622489
226,0.002458847167391411,34686.44268622489
226,0.002583423246132357,34686.44268622489
226,0.002714310900314134,34686.44268622489
226,0.0028518299022794627,34686.44268622489
226,0.00299631622545304,34686.44268622489
226,0.003148122865160059,34686.44268622489
226,0.003307620701031009,34686.44268622489
226,0.0034751994030997376,34686.44268622489
226,0.003651268383808422,34686.44268622489
226,0.003836257798245354,34686.44268622489
226,0.0040306195950591765,34686.44268622489
226,0.004234828620617113,34686.44268622489
226,0.004449383779104696,34686.44268622489
226,0.00467480925140132,34686.44268622489
226,0.00491165577570942,34686.44268622489
226,0.005160501993065962,34686.44268622489
226,0.005421955861023525,34686.44268622489
226,0.00569665613895474,34686.44268622489
226,0.005985273948608768,34686.44268622489
226,0.006288514413732525,34686.44268622489
226,0.0066071183827623794,34686.44268622489
226,0.006941864238794974,34686.44268622489
226,0.007293569801259248,34686.44268622489
226,0.007663094323935538,34686.44268622489
226,0.00805134059420318,34686.44268622489
226,0.008459257138645314,34686.44268622489
226,0.00888784054039931,34686.44268622489
226,0.009338137873914501,34686.44268622489
226,0.009811249263065515,34686.44268622489
226,0.010308330568870861,34686.44268622489
226,0.010830596213383335,34686.44268622489
226,0.011379322146651168,34686.44268622489
226,0.011955848963998556,34686.44268622489
226,0.012561585181241388,34686.44268622489
226,0.013198010675839976,34686.44268622489
226,0.01386668030239573,34686.44268622489
226,0.014569227691324923,34686.44268622489
226,0.015307369239990086,34686.44268622489
226,0.0160829083060398,34686.44268622489
226,0.016897739613201603,34686.44268622489
226,0.017753853880291832,34686.44268622489
226,0.018653342684751724,34686.44268622489
226,0.019598403572591586,34686.44268622489
226,0.02059134542722754,34686.44268622489
226,0.021634594110327157,34686.44268622489
226,0.02273069838844534,34686.44268622489
226,0.023882336159929858,34686.44268622489
226,0.025092320997309354,34686.44268622489
226,0.026363609021147837,34686.44268622489
226,0.027699306122158925,34686.44268622489
226,0.029102675549224383,34686.44268622489
226,0.030577145881855373,34686.44268622489
226,0.03212631940657368,34686.44268622489
226,0.03375398091767769,34686.44268622489
226,0.035464106963893884,34686.44268622489
226,0.03726087556350488,34686.44268622489
226,0.039148676411688656,34686.44268622489
226,0.04113212160500675,34686.44268622489
226,0.043216056909242684,34686.44268622489
226,0.045405573598118684,34686.44268622489
226,0.047706020891814443,34686.44268622489
226,0.05012301902567601,34686.44268622489
226,0.05266247298104359,34686.44268622489
226,0.05533058691174367,34686.44268622489
226,0.05813387930149098,34686.44268622489
226,0.0610791988892319,34686.44268622489
226,0.06417374140133572,34686.44268622489
226,0.06742506713151325,34686.44268622489
226,0.07084111941141158,34686.44268622489
226,0.07443024401701089,34686.44268622489
226,0.0782012095582356,34686.44268622489
226,0.08216322890159282,34686.44268622489
226,0.08632598167817719,34686.44268622489
226,0.0906996379320301,34686.44268622489
226,0.09529488296663015,34686.44268622489
226,0.10012294345021629,34686.44268622489
226,0.10519561484372214,34686.44268622489
226,0.11052529021833142,34686.44268622489
226,0.11612499053305735,34686.44268622489
226,0.1220083964463192,34686.44268622489
226,0.12818988173923312,34686.44268622489
226,0.13468454843227573,34686.44268622489
226,0.14150826368111252,34686.44268622489
226,0.1486776985417325,34686.44268622489
226,0.15621036869959642,34686.44268622489
226,0.1641246772623032,34686.44268622489
226,0.17243995972032267,34686.44268622489
226,0.1811765311856385,34686.44268622489
226,0.19035573602370837,34686.44268622489
226,0.2,34686.44268622489
228,0.0015000000000000005,38793.899809354945
228,0.0015759966380137665,38793.899809354945
228,0.0016558436020204612,38793.899809354945
228,0.001739735966573901,38793.899809354945
228,0.0018278786895680652,38793.899809354945
228,0.0019204871129708527,38793.899809354945
228,0.0020177874889272165,38793.899809354945
228,0.002120017532517022,38793.899809354945
228,0.002227427002518044,38793.899809354945
228,0.00234027831159301,38793.899809354945
228,0.002458847167391411,38793.899809354945
228,0.002583423246132357,38793.899809354945
228,0.002714310900314134,38793.899809354945
228,0.0028518299022794627,38793.899809354945
228,0.00299631622545304,38793.899809354945
228,0.003148122865160059,38793.899809354945
228,0.003307620701031009,38793.899809354945
228,0.0034751994030997376,38793.899809354945
228,0.003651268383808422,38793.899809354945
228,0.003836257798245354,38793.899809354945
228,0.0040306195950591765,38793.899809354945
228,0.004234828620617113,38793.899809354945
228,0.004449383779104696,38793.899809354945
228,0.00467480925140132,38793.899809354945
228,0.00491165577570942,38793.899809354945
228,0.005160501993065962,38793.899809354945
228,0.005421955861023525,38793.899809354945
228,0.00569665613895474,38793.899809354945
228,0.005985273948608768,38793.899809354945
228,0.006288514413732525,38793.899809354945
228,0.0066071183827623794,38793.899809354945
228,0.006941864238794974,38793.899809354945
228,0.007293569801259248,38793.899809354945
228,0.007663094323935538,38793.899809354945
228,0.00805134059420318,38793.899809354945
228,0.008459257138645314,38793.899809354945
228,0.00888784054039931,38793.899809354945
228,0.009338137873914501,38793.899809354945
228,0.009811249263065515,38793.899809354945
228,0.010308330568870861,38793.899809354945
228,0.010830596213383335,38793.899809354945
228,0.011379322146651168,38793.899809354945
228,0.011955848963998556,38793.899809354945
228,0.012561585181241388,38793.899809354945
228,0.013198010675839976,38793.899809354945
228,0.01386668030239573,38793.899809354945
228,0.014569227691324923,38793.899809354945
228,0.015307369239990086,38793.899809354945
228,0.0160829083060398,38793.899809354945
228,0.016897739613201603,38793.899809354945
228,0.017753853880291832,38793.899809354945
228,0.018653342684751724,38793.899809354945
228,0.019598403572591586,38793.899809354945
228,0.02059134542722754,38793.899809354945
228,0.021634594110327157,38793.899809354945
228,0.02273069838844534,38793.899809354945
228,0.023882336159929858,38793.899809354945
228,0.025092320997309354,38793.899809354945
228,0.026363609021147837,38793.899809354945
228,0.027699306122158925,38793.899809354945
228,0.029102675549224383,38793.899809354945
228,0.030577145881855373,38793.899809354945
228,0.03212631940657368,38793.899809354945
228,0.03375398091767769,38793.899809354945
228,0.035464106963893884,38793.899809354945
228,0.03726087556350488,38793.899809354945
228,0.039148676411688656,38793.899809354945
228,0.04113212160500675,38793.899809354945
228,0.043216056909242684,38793.899809354945
228,0.045405573598118684,38793.899809354945
228,0.047706020891814443,38793.899809354945
228,0.05012301902567601,38793.899809354945
228,0.05266247298104359,38793.899809354945
228,0.05533058691174367,38793.899809354945
228,0.05813387930149098,38793.899809354945
228,0.0610791988892319,38793.899809354945
228,0.06417374140133572,38793.899809354945
228,0.06742506713151325,38793.899809354945
228,0.07084111941141158,38793.899809354945
228,0.07443024401701089,38793.899809354945
228,0.0782012095582356,38793.899809354945
228,0.08216322890159282,38793.899809354945
228,0.08632598167817719,38793.899809354945
228,0.0906996379320301,38793.899809354945
228,0.09529488296663015,38793.899809354945
228,0.10012294345021629,38793.899809354945
228,0.10519561484372214,38793.899809354945
228,0.11052529021833142,38793.899809354945
228,0.11612499053305735,38793.899809354945
228,0.1220083964463192,38793.899809354945
228,0.12818988173923312,38793.899809354945
228,0.13468454843227573,38793.899809354945
228,0.14150826368111252,38793.899809354945
228,0.1486776985417325,38793.899809354945
228,0.15621036869959642,38793.899809354945
228,0.1641246772623032,38793.899809354945
228,0.17243995972032267,38793.899809354945
228,0.1811765311856385,38793.899809354945
228,0.19035573602370837,38793.899809354945
228,0.2,38793.899809354945
230,0.0015000000000000005,43287.040917712526
230,0.0015759966380137665,43287.040917712526
230,0.0016558436020204612,43287.040917712526
230,0.001739735966573901,43287.040917712526
230,0.0018278786895680652,43287.040917712526
230,0.0019204871129708527,43287.040917712526
230,0.0020177874889272165,43287.040917712526
230,0.002120017532517022,43287.040917712526
230,0.002227427002518044,43287.040917712526
230,0.00234027831159301,43287.040917712526
230,0.002458847167391411,43287.040917712526
230,0.002583423246132357,43287.040917712526
230,0.002714310900314134,43287.040917712526
230,0.0028518299022794627,43287.040917712526
230,0.00299631622545304,43287.040917712526
230,0.003148122865160059,43287.040917712526
230,0.003307620701031009,43287.040917712526
230,0.0034751994030997376,43287.040917712526
230,0.003651268383808422,43287.040917712526
230,0.003836257798245354,43287.040917712526
230,0.0040306195950591765,43287.040917712526
230,0.004234828620617113,43287.040917712526
230,0.004449383779104696,43287.040917712526
230,0.00467480925140132,43287.040917712526
230,0.00491165577570942,43287.040917712526
230,0.005160501993065962,43287.040917712526
230,0.005421955861023525,43287.040917712526
230,0.00569665613895474,43287.040917712526
230,0.005985273948608768,43287.040917712526
230,0.006288514413732525,43287.040917712526
230,0.0066071183827623794,43287.040917712526
230,0.006941864238794974,43287.040917712526
230,0.007293569801259248,43287.040917712526
230,0.007663094323935538,43287.040917712526
230,0.00805134059420318,43287.040917712526
230,0.008459257138645314,43287.040917712526
230,0.00888784054039931,43287.040917712526
230,0.009338137873914501,43287.040917712526
230,0.009811249263065515,43287.040917712526
230,0.010308330568870861,43287.040917712526
230,0.010830596213383335,43287.040917712526
230,0.011379322146651168,43287.040917712526
230,0.011955848963998556,43287.040917712526
230,0.012561585181241388,43287.040917712526
230,0.013198010675839976,43287.040917712526
230,0.01386668030239573,43287.040917712526
230,0.014569227691324923,43287.040917712526
230,0.015307369239990086,43287.040917712526
230,0.0160829083060398,43287.040917712526
230,0.016897739613201603,43287.040917712526
230,0.017753853880291832,43287.040917712526
230,0.018653342684751724,43287.040917712526
230,0.019598403572591586,43287.040917712526
230,0.02059134542722754,43287.040917712526
230,0.021634594110327157,43287.040917712526
230,0.02273069838844534,43287.040917712526
230,0.023882336159929858,43287.040917712526
230,0.025092320997309354,43287.040917712526
230,0.026363609021147837,43287.040917712526
230,0.027699306122158925,43287.040917712526
230,0.029102675549224383,43287.040917712526
230,0.030577145881855373,43287.040917712526
230,0.03212631940657368,43287.040917712526
230,0.03375398091767769,43287.040917712526
230,0.035464106963893884,43287.040917712526
230,0.03726087556350488,43287.040917712526
230,0.039148676411688656,43287.040917712526
230,0.04113212160500675,43287.040917712526
230,0.043216056909242684,43287.040917712526
230,0.045405573598118684,43287.040917712526
230,0.047706020891814443,43287.040917712526
230,0.05012301902567601,43287.040917712526
230,0.05266247298104359,43287.040917712526
230,0.05533058691174367,43287.040917712526
230,0.05813387930149098,43287.040917712526
230,0.0610791988892319,43287.040917712526
230,0.06417374140133572,43287.040917712526
230,0.06742506713151325,43287.040917712526
230,0.07084111941141158,43287.040917712526
230,0.07443024401701089,43287.040917712526
230,0.0782012095582356,43287.040917712526
230,0.08216322890159282,43287.040917712526
230,0.08632598167817719,43287.040917712526
230,0.0906996379320301,43287.040917712526
230,0.09529488296663015,43287.040917712526
230,0.10012294345021629,43287.040917712526
230,0.10519561484372214,43287.040917712526
230,0.11052529021833142,43287.040917712526
230,0.11612499053305735,43287.040917712526
230,0.1220083964463192,43287.040917712526
230,0.12818988173923312,43287.040917712526
230,0.13468454843227573,43287.040917712526
230,0.14150826368111252,43287.040917712526
230,0.1486776985417325,43287.040917712526
230,0.15621036869959642,43287.040917712526
230,0.1641246772623032,43287.040917712526
230,0.17243995972032267,43287.040917712526
230,0.1811765311856385,43287.040917712526
230,0.19035573602370837,43287.040917712526
230,0.2,43287.040917712526
232,0.0015000000000000005,48191.85947787547
232,0.0015759966380137665,48191.85947787547
232,0.0016558436020204612,48191.85947787547
232,0.001739735966573901,48191.85947787547
232,0.0018278786895680652,48191.85947787547
232,0.0019204871129708527,48191.85947787547
232,0.0020177874889272165,48191.85947787547
232,0.002120017532517022,48191.85947787547
232,0.002227427002518044,48191.85947787547
232,0.00234027831159301,48191.85947787547
232,0.002458847167391411,48191.85947787547
232,0.002583423246132357,48191.85947787547
232,0.002714310900314134,48191.85947787547
232,0.0028518299022794627,48191.85947787547
232,0.00299631622545304,48191.85947787547
232,0.003148122865160059,48191.85947787547
232,0.003307620701031009,48191.85947787547
232,0.0034751994030997376,48191.85947787547
232,0.003651268383808422,48191.85947787547
232,0.003836257798245354,48191.85947787547
232,0.0040306195950591765,48191.85947787547
232,0.004234828620617113,48191.85947787547
232,0.004449383779104696,48191.85947787547
232,0.00467480925140132,48191.85947787547
232,0.00491165577570942,48191.85947787547
232,0.005160501993065962,48191.85947787547
232,0.005421955861023525,48191.85947787547
232,0.00569665613895474,48191.85947787547
232,0.005985273948608768,48191.85947787547
232,0.006288514413732525,48191.85947787547
232,0.0066071183827623794,48191.85947787547
232,0.006941864238794974,48191.85947787547
232,0.007293569801259248,48191.85947787547
232,0.007663094323935538,48191.85947787547
232,0.00805134059420318,48191.85947787547
232,0.008459257138645314,48191.85947787547
232,0.00888784054039931,48191.85947787547
232,0.009338137873914501,48191.85947787547
232,0.009811249263065515,48191.85947787547
232,0.010308330568870861,48191.85947787547
232,0.010830596213383335,48191.85947787547
232,0.011379322146651168,48191.85947787547
232,0.011955848963998556,48191.85947787547
232,0.012561585181241388,48191.85947787547
232,0.013198010675839976,48191.85947787547
232,0.01386668030239573,48191.85947787547
232,0.014569227691324923,48191.85947787547
232,0.015307369239990086,48191.85947787547
232,0.0160829083060398,48191.85947787547
232,0.016897739613201603,48191.85947787547
232,0.017753853880291832,48191.85947787547
232,0.018653342684751724,48191.85947787547
232,0.019598403572591586,48191.85947787547
232,0.02059134542722754,48191.85947787547
232,0.021634594110327157,48191.85947787547
232,0.02273069838844534,48191.85947787547
232,0.023882336159929858,48191.85947787547
232,0.025092320997309354,48191.85947787547
232,0.026363609021147837,48191.85947787547
232,0.027699306122158925,48191.85947787547
232,0.029102675549224383,48191.85947787547
232,0.030577145881855373,48191.85947787547
232,0.03212631940657368,48191.85947787547
232,0.03375398091767769,48191.85947787547
232,0.035464106963893884,48191.85947787547
232,0.03726087556350488,48191.85947787547
232,0.039148676411688656,48191.85947787547
232,0.04113212160500675,48191.85947787547
232,0.043216056909242684,48191.85947787547
232,0.045405573598118684,48191.85947787547
232,0.047706020891814443,48191.85947787547
232,0.05012301902567601,48191.85947787547
232,0.05266247298104359,48191.85947787547
232,0.05533058691174367,48191.85947787547
232,0.05813387930149098,48191.85947787547
232,0.0610791988892319,48191.85947787547
232,0.06417374140133572,48191.85947787547
232,0.06742506713151325,48191.85947787547
232,0.07084111941141158,48191.85947787547
232,0.07443024401701089,48191.85947787547
232,0.0782012095582356,48191.85947787547
232,0.08216322890159282,48191.85947787547
232,0.08632598167817719,48191.85947787547
232,0.0906996379320301,48191.85947787547
232,0.09529488296663015,48191.85947787547
232,0.10012294345021629,48191.85947787547
232,0.10519561484372214,48191.85947787547
232,0.11052529021833142,48191.85947787547
232,0.11612499053305735,48191.85947787547
232,0.1220083964463192,48191.85947787547
232,0.12818988173923312,48191.85947787547
232,0.13468454843227573,48191.85947787547
232,0.14150826368111252,48191.85947787547
232,0.1486776985417325,48191.85947787547
232,0.15621036869959642,48191.85947787547
232,0.1641246772623032,48191.85947787547
232,0.17243995972032267,48191.85947787547
232,0.1811765311856385,48191.85947787547
232,0.19035573602370837,48191.85947787547
232,0.2,48191.85947787547
234,0.0015000000000000005,53535.29955286044
234,0.0015759966380137665,53535.29955286044
234,0.0016558436020204612,53535.29955286044
234,0.001739735966573901,53535.29955286044
234,0.0018278786895680652,53535.29955286044
234,0.0019204871129708527,53535.29955286044
234,0.0020177874889272165,53535.29955286044
234,0.002120017532517022,53535.29955286044
234,0.002227427002518044,53535.29955286044
234,0.00234027831159301,53535.29955286044
234,0.002458847167391411,53535.29955286044
234,0.002583423246132357,53535.29955286044
234,0.002714310900314134,53535.29955286044
234,0.0028518299022794627,53535.29955286044
234,0.00299631622545304,53535.29955286044
234,0.003148122865160059,53535.29955286044
234,0.003307620701031009,53535.29955286044
234,0.0034751994030997376,53535.29955286044
234,0.003651268383808422,53535.29955286044
234,0.003836257798245354,53535.29955286044
234,0.0040306195950591765,53535.29955286044
234,0.004234828620617113,53535.29955286044
234,0.004449383779104696,53535.29955286044
234,0.00467480925140132,53535.29955286044
234,0.00491165577570942,53535.29955286044
234,0.005160501993065962,53535.29955286044
234,0.005421955861023525,53535.29955286044
234,0.00569665613895474,53535.29955286044
234,0.005985273948608768,53535.29955286044
234,0.006288514413732525,53535.29955286044
234,0.0066071183827623794,53535.29955286044
234,0.006941864238794974,53535.29955286044
234,0.007293569801259248,53535.29955286044
